,Company Name,Jun 2010,Sep 2010,Dec 2010,Mar 2011,Jun 2011,Sep 2011,Dec 2011,Mar 2012,Jun 2012,Sep 2012,Dec 2012,Mar 2013,Jun 2013,Sep 2013,Dec 2013,Mar 2014,Jun 2014,Sep 2014,Dec 2014,Mar 2015,Jun 2015,Sep 2015,Dec 2015,Mar 2016,Jun 2016,Sep 2016,Dec 2016,Mar 2017,Jun 2017,Sep 2017,Dec 2017,Mar 2018,Jun 2018,Sep 2018,Dec 2018,Mar 2019,Jun 2019,Sep 2019,Dec 2019,Mar 2020,Jun 2020,Sep 2020,Dec 2020,Mar 2021,Jun 2021,Sep 2021,Dec 2021,Mar 2022,Jun 2022,Sep 2022,Dec 2022,Mar 2023,Jun 2023,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025
488,Dhanlaxmi Fabrics Ltd.,17.9,22.0,17.4,19.85,19.9,15.8,15.0,12.4,11.62,17.0,8.7,16.0,16.8,15.25,9.32,13.77,28.55,36.0,20.75,38.4,31.0,24.0,38.4,47.95,38.8,39.5,38.0,37.0,37.1,35.0,34.9,27.4,22.6,28.25,25.1,29.15,21.0,23.6,20.2,14.9,16.95,19.55,21.4,15.4,20.35,24.25,31.7,26.7,66.85,52.95,49.75,50.62,39.0,48.62,54.56,51.16,71.25,65.32,64.4,63.99,62.25,64.88,56.75
489,Dhanuka Agritech Ltd.,384.4,86.6,79.75,78.0,88.05,100.25,92.25,83.95,96.95,98.5,127.05,119.5,131.2,135.0,204.3,253.3,400.45,496.75,546.15,674.5,596.2,436.95,512.65,585.0,653.95,669.1,732.3,797.25,838.2,666.75,731.65,553.2,562.25,407.8,467.1,392.9,430.55,318.8,411.55,323.6,708.7,750.7,769.1,689.9,959.4,815.7,834.6,716.9,694.9,654.3,709.75,611.15,796.0,842.7,1053.75,1022.3,1683.3,1544.2,1475.0,1292.35,1750.75,1537.4,1429.35
490,Dhatre Udyog Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15,31.7,34.8,30.25,37.25,37.0,51.0,50.0,47.0,43.45,30.4,44.7,31.8,41.15,35.75,19.45,24.5,30.4,20.6,36.4,30.8,12.34,8.14,9.87,25.25,85.25,79.75,98.06,117.4,201.3,23.7,17.67,13.0,11.61,6.97,7.78,6.85,6.6
491,Dhunseri Investments Ltd.,0.0,0.0,0.0,73.45,73.7,80.2,62.1,62.1,58.9,61.95,61.85,52.95,47.5,51.0,50.85,55.05,72.65,108.0,132.8,103.7,116.5,140.1,149.1,142.4,134.5,130.4,171.8,172.0,348.45,328.0,434.45,384.0,312.2,262.25,260.0,261.7,222.25,203.15,236.95,118.05,160.0,214.8,256.95,271.8,535.55,620.1,624.55,625.6,582.25,655.0,669.5,598.35,737.5,757.5,1191.1,1140.85,1349.65,2362.25,2001.55,1431.55,1500.1,1413.9,1431.2
492,Dhunseri Tea & Inds. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.6,224.2,233.9,322.2,245.0,307.9,285.65,297.2,303.0,307.45,269.5,408.0,275.1,293.05,266.7,250.6,214.3,190.0,162.6,172.0,109.35,158.45,260.1,259.8,257.15,468.6,260.55,261.7,261.25,212.0,205.0,231.1,181.9,221.5,226.0,221.85,186.95,214.3,260.0,263.35,168.75,204.1,186.15,166.5
493,Dhunseri Ventures Ltd.,157.4,186.45,192.75,156.1,150.35,125.0,101.15,108.25,111.05,114.45,106.7,88.1,87.5,77.5,116.9,113.35,140.85,106.45,76.6,46.6,82.15,92.3,82.45,75.15,93.95,74.6,75.45,76.1,81.6,100.3,160.7,129.35,116.25,87.05,108.95,92.75,86.3,68.45,71.45,47.25,62.55,53.8,77.9,98.55,238.45,281.25,232.55,228.15,198.3,221.6,238.2,217.95,284.55,268.8,316.35,322.8,364.1,500.65,368.8,320.0,343.0,364.1,339.15
494,Diamines & Chemicals Ltd.,60.65,79.4,85.8,72.95,101.45,71.1,45.05,40.55,30.1,34.95,32.9,24.6,22.0,24.0,22.0,20.95,35.65,37.2,31.35,27.2,28.95,30.1,41.85,33.65,38.25,43.4,56.5,55.35,76.4,86.1,104.15,86.0,84.6,157.2,130.8,120.3,128.7,120.25,130.55,147.9,255.85,419.95,332.35,264.15,274.2,283.3,248.3,271.75,273.15,505.95,464.3,401.7,630.1,530.2,553.1,503.3,526.0,550.6,490.15,313.5,433.4,316.3,276.95
495,Diamond Power Infrastructure Ltd.,208.1,251.55,213.45,154.0,158.5,103.9,81.4,109.1,99.35,102.4,107.35,72.75,63.7,45.25,59.2,48.1,115.4,115.5,64.8,44.0,42.05,38.05,43.8,24.85,44.4,34.0,29.45,34.7,29.15,23.0,18.3,7.53,2.55,1.8,1.5,1.52,0.82,0.52,0.51,0.48,0.85,0.73,1.38,0.9,1.05,1.58,1.72,1.47,1.77,1.94,0.0,0.0,0.0,32.61,154.1,502.75,1290.85,1393.95,153.65,89.92,138.2,149.2,150.35
496,Diana Tea Co. Ltd.,22.85,22.55,21.1,16.5,17.95,17.85,14.9,15.15,15.15,13.75,15.75,12.98,10.0,8.78,11.81,12.3,19.84,22.25,18.0,14.75,13.5,16.1,19.55,17.55,18.25,18.45,17.8,20.95,22.3,19.5,27.75,18.3,16.7,16.85,17.1,14.9,10.59,10.09,9.56,6.5,8.7,9.76,17.72,16.25,23.55,25.6,24.95,29.45,25.95,26.6,31.3,21.29,23.71,26.96,28.17,25.12,28.04,33.45,38.01,28.64,29.95,30.64,30.49
497,Diffusion Engineers Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.8,261.4,298.4,360.9,366.8
498,Digispice Technologies Ltd.,70.15,101.5,110.5,106.8,105.55,104.65,83.15,67.05,44.0,42.05,40.95,27.0,44.45,37.35,31.2,25.6,30.55,29.9,33.5,26.4,20.75,18.9,20.75,14.05,16.48,15.15,15.35,14.6,15.3,19.45,23.75,16.7,14.45,10.61,11.84,7.8,8.15,5.85,4.35,3.46,8.25,7.52,23.29,50.35,41.65,46.2,47.85,30.75,26.8,28.0,26.85,19.07,21.39,34.4,28.04,24.45,45.38,33.57,31.84,17.42,22.99,26.85,25.9
499,Diksat Transworld Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,53.75,66.65,66.7,68.0,101.0,100.0,102.5,100.25,110.2,110.0,105.0,124.6,125.0,110.0,120.0,104.0,68.65,96.9,112.1,125.0,100.0,125.0,0.0,102.0,130.0,150.0,139.95,133.0,126.35,131.0,146.5,138.5,145.0,110.0,120.0,0.0
500,Dion Global Solutions Ltd.,71.3,76.75,64.15,65.05,48.15,32.0,30.7,34.6,23.15,20.9,21.45,18.5,0.0,20.7,31.2,31.55,67.4,98.75,77.75,86.75,109.2,96.9,130.25,76.15,70.4,63.4,69.2,64.2,62.55,35.35,44.5,23.65,17.8,12.75,7.15,4.12,3.0,2.8,2.34,2.44,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Disa India Ltd.,1359.0,1383.1,1384.8,1435.6,1550.0,1530.65,1459.55,2883.0,2527.8,2880.3,3007.25,2754.25,2650.0,2705.0,3150.0,3400.0,3400.0,3736.0,4100.0,5013.0,4211.0,4590.0,5238.5,3803.0,4100.0,4681.55,4255.0,4999.5,4979.9,5720.0,6250.0,6002.0,5800.05,5799.95,5350.0,6220.0,5742.75,5142.95,4882.0,3379.75,3362.75,3402.15,4212.35,4682.95,5429.9,5583.5,5727.5,6239.85,6237.9,7499.9,7940.05,7926.9,10100.8,14245.0,15805.0,13835.0,15490.7,17599.5,16515.5,13925.15,14048.0,13497.8,13535.8
502,Dish T V India Ltd.,47.45,55.1,71.1,67.1,87.75,76.9,58.85,63.85,63.5,82.5,76.0,67.05,61.0,50.35,60.7,52.1,59.6,53.5,67.5,81.65,106.25,106.0,101.5,86.8,97.55,93.1,84.7,107.9,79.85,74.7,82.0,71.15,71.75,56.95,38.25,38.85,27.05,18.15,13.13,4.1,7.79,13.51,13.44,9.23,13.91,20.51,18.75,16.73,12.86,17.79,18.35,12.97,14.61,18.33,18.33,16.77,15.5,14.25,10.35,5.63,5.04,4.86,4.36
503,Divi'S Laboratories Ltd.,772.2,692.7,645.7,675.9,785.05,732.2,775.35,766.65,1026.85,1080.1,1103.9,983.7,990.65,967.55,1221.8,1369.0,1460.35,1799.3,1718.5,1790.15,1876.0,1114.8,1155.25,985.05,1111.45,1289.7,783.1,624.15,646.85,855.05,1098.2,1089.5,1038.35,1309.5,1482.2,1703.2,1596.85,1664.75,1846.1,1987.55,2278.85,3047.4,3842.45,3630.05,4405.85,4798.8,4678.1,4403.85,3631.0,3684.5,3412.6,2825.75,3583.05,3764.75,3901.75,3436.75,4595.2,5446.2,6099.75,5773.1,6811.45,5687.5,6432.55
504,Dixon Technologies (India) Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.3,4192.85,3280.6,2911.4,2574.95,2056.05,2351.15,2266.45,2891.4,3801.65,3575.65,5744.85,8749.65,13437.05,3670.0,4425.55,4609.75,5514.5,4311.15,3571.95,4376.3,3905.0,2861.6,4389.9,5287.3,6560.5,7480.9,11968.2,13797.85,17955.6,13179.55,14951.2,16319.85,15366.2
505,Dodla Dairy Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.1,601.1,551.95,448.15,484.15,514.1,505.95,464.3,583.3,692.2,878.0,801.75,1014.35,1160.55,1269.3,1157.0,1432.5,1325.2,1305.7
506,Dolat Algotech Ltd.,4.08,3.91,3.6,3.2,3.03,2.22,1.74,2.63,2.17,2.07,1.94,1.61,1.48,1.31,1.68,1.58,2.4,2.33,2.15,1.75,1.52,1.64,2.7,2.02,3.22,2.41,2.55,2.31,2.01,4.24,7.25,10.64,24.05,26.55,65.25,61.6,48.05,51.75,64.4,35.05,49.05,51.05,57.85,70.0,74.0,88.05,90.5,84.6,67.75,72.0,63.55,42.27,45.89,47.37,62.55,68.35,136.0,141.45,126.2,84.04,100.3,79.41,80.35
507,Dollar Industries Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,285.1,314.0,294.4,257.7,195.15,139.55,110.6,132.8,139.0,238.95,228.6,304.45,378.3,419.9,549.85,462.3,497.8,420.85,347.7,379.15,415.9,463.1,514.8,541.35,504.65,490.7,389.75,376.1,366.8,357.3
508,Dolphin Offshore Enterprises (India) Ltd.,308.75,263.65,223.5,139.1,123.0,138.45,62.4,83.65,80.3,94.05,104.75,90.75,94.65,64.35,81.6,83.0,112.2,126.95,172.25,120.5,103.0,98.8,130.2,81.8,92.25,82.8,123.75,128.15,96.05,90.35,124.5,83.75,63.95,48.35,51.15,46.6,32.5,13.26,6.2,4.81,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385.5,1282.25,296.7,701.95,526.3,578.0,285.6,451.05,385.7,381.85
509,Donear Industries Ltd.,25.6,31.5,35.2,23.55,23.95,20.55,18.4,18.0,17.25,15.5,16.5,11.84,9.95,10.75,10.2,9.9,19.2,20.5,19.3,15.1,13.08,13.99,33.1,26.8,29.4,62.55,60.4,78.85,69.05,56.25,72.65,50.1,38.75,30.45,37.5,42.7,32.0,29.8,30.05,21.25,28.85,25.5,34.35,29.85,43.2,57.25,65.2,52.9,53.1,55.95,86.65,80.59,96.67,107.55,99.4,97.15,135.6,122.3,153.8,105.15,108.7,92.89,98.4
510,Dr. Reddy'S Laboratories Ltd.,1452.2,1440.3,1662.55,1638.55,1533.4,1480.8,1577.95,1758.65,1649.25,1647.4,1828.5,1766.3,2215.4,2383.65,2533.05,2560.8,2615.15,3227.65,3244.95,3487.45,3550.55,4155.45,3103.15,3034.9,3383.5,3108.7,3058.5,2632.5,2682.65,2329.4,2414.4,2082.45,2233.8,2530.25,2617.0,2774.15,2549.8,2700.85,2877.15,3117.1,3941.0,5187.05,5204.1,4515.6,5420.35,4885.6,4908.65,4305.4,4399.9,4333.95,4234.4,4621.5,5156.0,5586.75,5797.9,6155.15,6405.75,6757.9,1388.25,1144.05,1283.7,1223.7,1290.5
511,Dredging Corpn. Of India Ltd.,593.55,540.4,448.15,345.05,307.15,249.35,224.2,273.25,268.0,252.1,234.05,195.55,178.65,245.1,283.25,238.55,452.8,442.55,424.95,373.5,357.7,334.1,381.5,379.7,429.85,393.6,385.4,687.55,616.55,551.6,853.35,581.6,505.4,336.45,441.15,427.0,429.4,333.0,333.05,145.9,252.05,260.85,331.35,370.25,398.5,356.65,316.1,315.55,261.4,291.4,388.35,281.85,337.5,477.15,599.35,673.05,1100.4,976.6,832.05,544.25,712.2,617.0,647.8
512,Dwarikesh Sugar Inds. Ltd.,68.85,103.8,96.9,72.1,69.3,37.85,31.35,38.65,39.0,47.2,34.7,28.85,22.3,16.63,23.6,28.5,44.35,32.1,28.95,20.4,21.1,27.7,98.85,207.1,261.8,242.65,320.6,440.1,430.4,62.45,47.3,25.3,16.45,21.2,22.1,30.9,26.05,24.85,33.35,16.5,25.3,27.95,30.95,30.8,76.9,70.7,71.4,125.4,100.95,96.1,105.1,85.38,90.24,104.37,86.94,69.5,73.88,77.32,55.86,36.91,48.77,40.98,44.48
513,Dynacons Systems & Solutions Ltd.,0.92,0.85,1.19,0.96,0.7,0.7,4.65,4.63,3.91,4.43,4.6,4.44,3.12,2.53,2.85,2.65,5.0,7.43,9.5,8.8,8.5,9.19,13.2,13.5,12.07,11.91,14.7,19.0,21.0,35.35,51.45,35.6,32.75,32.35,35.9,27.5,29.2,26.0,25.1,14.35,24.8,29.3,65.8,74.9,165.2,148.6,164.15,210.65,320.3,264.15,352.2,311.7,491.7,697.3,618.75,1023.65,1131.0,1390.0,1374.45,1032.1,1080.75,860.4,925.8
514,Dynamatic Technologies Ltd.,983.15,1293.1,1256.75,1382.55,1500.2,1093.15,996.6,799.2,655.4,601.05,887.7,673.9,654.25,500.0,560.0,881.6,1383.0,2121.65,1978.85,3862.5,2934.0,2496.8,2401.5,1732.25,2490.85,3063.85,2879.9,2730.9,2538.25,2165.7,2173.65,1710.35,1611.7,1590.9,1498.4,1619.95,1398.5,1283.45,971.0,485.4,600.05,708.1,848.25,948.4,1415.65,2987.8,2305.0,2136.1,1823.85,2292.2,2426.9,2756.7,3762.65,4081.95,5111.35,7450.65,7344.9,7948.25,8457.75,6208.6,7193.05,6857.4,7789.15
515,Dynamic Microsteppers Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.51,5.78,6.67,7.32,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Dynavision Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.34,21.3,26.65,26.65,26.65,49.3,58.5,55.65,59.0,59.95,64.0,72.5,54.6,60.0,52.5,43.65,44.85,46.0,31.45,47.4,37.0,58.0,67.5,71.4,231.6,173.5,149.95,148.9,164.5,158.05,130.05,140.5,159.9,210.1,278.0,346.0,408.45,358.0,268.0,277.65,205.0,220.05
517,Dynemic Products Ltd.,27.45,29.25,26.35,23.95,23.35,19.2,17.5,22.05,22.5,20.55,20.4,15.5,15.75,13.66,20.0,30.15,45.9,60.4,87.15,46.7,56.6,57.15,57.65,51.45,59.0,74.4,146.75,141.35,125.0,115.9,199.05,180.25,147.55,138.15,136.75,118.15,117.2,123.8,143.0,114.8,141.45,261.25,261.55,521.45,455.5,536.95,619.75,582.75,414.4,326.35,316.55,235.0,318.4,332.9,300.9,259.85,290.0,386.2,407.75,262.95,300.1,348.65,312.4
518,E D & Tech Intl. Ltd.,4.85,4.8,4.25,2.77,2.86,1.99,1.39,1.67,1.5,1.7,1.56,0.8,0.65,0.52,0.58,0.52,1.39,0.85,0.68,0.62,0.4,0.93,2.39,1.05,1.22,0.9,0.85,0.6,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,E F C (I) Ltd.,112.0,102.8,114.0,112.9,112.0,136.0,0.0,141.4,155.45,188.9,180.0,189.0,179.55,0.0,184.0,166.95,148.45,148.1,56.8,51.0,59.0,59.0,57.0,49.0,0.0,49.2,45.0,63.2,0.0,63.2,0.0,0.0,0.0,0.0,0.0,63.2,0.0,0.0,0.0,63.2,0.0,62.0,65.0,63.7,57.55,86.7,105.0,127.55,140.55,147.55,321.5,944.9,887.1,222.05,372.3,330.3,552.0,467.15,593.8,247.65,304.65,304.5,299.4
520,E I D-Parry (India) Ltd.,411.65,429.7,278.15,214.4,251.35,225.7,189.15,189.7,177.4,228.85,207.2,149.0,133.15,129.6,140.55,134.35,209.1,229.3,200.95,175.9,141.2,131.2,198.25,218.05,252.05,245.2,256.45,283.5,309.9,342.45,370.05,276.45,239.25,198.45,206.4,205.8,182.9,164.95,201.55,139.75,277.0,283.1,344.0,318.7,426.35,420.65,451.35,452.0,530.75,597.6,568.55,467.35,462.65,523.0,556.7,545.65,763.55,857.2,894.0,785.35,1109.5,1023.45,1067.3
521,E I H Ltd.,120.0,136.45,114.7,80.8,86.2,88.15,83.75,85.6,79.9,80.3,69.6,55.3,51.65,53.9,62.55,72.85,95.25,100.05,127.2,107.15,98.0,97.7,130.15,104.85,112.2,110.05,95.0,120.4,135.1,134.0,145.8,159.1,169.65,147.95,197.0,202.55,182.95,182.1,142.4,65.8,63.6,80.8,90.25,92.7,111.75,128.9,124.55,154.3,124.7,186.15,177.35,165.6,211.95,223.2,249.5,448.8,429.55,379.1,420.2,353.05,369.45,358.25,392.95
522,E L Forge Ltd.,26.4,24.35,22.85,13.75,13.0,10.15,8.0,7.99,7.27,7.4,6.85,4.51,3.9,4.52,3.25,3.43,6.0,9.78,6.53,4.42,4.1,4.25,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,10.5,12.93,10.45,13.85,20.13,28.72,33.07,20.12,20.44,18.89,18.09
523,E P L Ltd.,45.3,45.75,59.75,51.15,45.7,36.0,25.3,27.9,34.35,32.5,41.45,30.8,40.0,36.6,54.3,57.8,108.4,114.9,131.15,124.7,129.9,151.7,168.8,161.05,195.4,226.75,245.75,237.05,245.45,251.95,296.15,240.45,117.6,104.55,109.3,116.75,130.5,118.2,176.75,154.6,180.25,241.6,251.95,235.65,279.9,240.0,206.95,193.55,149.0,176.15,170.5,161.9,214.55,186.65,201.85,178.1,198.4,259.45,259.65,202.15,243.2,205.85,202.7
524,E R P Soft Systems Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,24.25,66.55,63.3,66.45,63.75,0.0,0.0,0.0,66.0,64.0,67.2,67.2,74.05,77.0,0.0,0.0,77.0,73.15,0.0,0.0,0.0,69.5,0.0,0.0,0.0,0.0,0.0,76.5,78.5,74.6,0.0,0.0,74.6,74.6,0.0,75.25,71.25,47.2,39.75,33.0,27.05,234.6,127.85,110.2,99.5,79.1,71.25,66.87,121.0,89.95,128.9,114.0,156.0,130.0,121.0,102.5,87.0
525,Eastern Treads Ltd.,15.2,17.1,14.1,13.99,10.45,10.86,10.76,10.85,10.0,21.42,23.0,18.3,14.05,13.0,14.2,13.15,30.95,46.1,39.25,46.0,54.85,56.0,75.2,92.0,155.7,141.35,144.3,113.45,100.0,103.9,98.1,78.55,73.2,51.0,57.8,43.0,42.0,29.85,27.0,16.9,22.8,33.3,34.35,55.0,51.0,45.1,49.15,38.8,29.8,38.75,35.75,29.54,31.9,37.89,43.93,36.8,38.89,45.0,37.99,34.87,33.24,30.7,33.09
526,Easy Fincorp Ltd.,238.65,0.0,0.0,0.0,0.0,0.0,0.0,243.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.25,0.0,0.0,0.0,0.0,0.0,0.0,253.2,0.0,0.0,0.0,0.0,0.0,279.1,323.05,0.0,0.0,579.8,608.75,639.15,776.35,938.9,0.0,0.0,0.0,990.0,0.0,0.0,0.0,0.0,0.0
527,Eclerx Services Ltd.,605.9,575.95,715.15,644.65,839.9,724.65,690.5,736.95,607.7,777.55,685.35,614.6,715.5,845.1,1068.5,1058.85,1163.55,1396.55,1302.25,1589.75,1488.5,1589.15,1424.2,1297.4,1453.5,1499.85,1396.6,1405.55,1317.65,1240.9,1573.25,1203.2,1301.4,1065.6,1076.3,1151.45,762.55,435.55,569.45,366.5,445.15,701.6,883.65,1104.55,1915.3,2155.2,2606.85,2372.65,1926.5,1425.55,1280.55,1290.65,1627.15,1812.3,2590.05,2354.8,2417.85,3006.1,3480.25,2778.1,3498.35,4010.15,4707.8
528,Eco Hotels & Resorts Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,8.82,0.0,9.24,9.4,0.0,9.4,0.0,9.4,10.35,10.2,0.0,10.7,0.0,0.0,10.7,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,10.8,10.83,10.29,7.91,13.05,11.52,19.54,25.25,37.2,34.45,43.6,36.96,42.02,21.03,36.55,50.38,40.99,31.15,15.78,18.14,18.44,16.66
529,Eco Recycling Ltd.,25.9,25.45,35.45,40.3,42.6,36.0,24.0,25.85,31.35,32.4,32.25,22.0,25.4,29.5,29.1,20.7,20.0,36.7,37.3,52.05,39.65,35.5,41.1,42.35,40.0,35.0,45.0,35.55,40.3,42.05,50.3,49.0,37.0,34.05,44.9,44.45,40.15,33.1,31.4,23.85,42.55,46.6,39.9,57.0,56.05,74.85,106.4,114.25,97.65,109.85,135.7,109.4,114.2,203.65,381.25,512.55,598.45,876.9,961.8,671.35,599.65,576.8,594.2
530,Econo Trade (India) Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,42.65,63.45,42.9,36.1,33.55,31.0,40.55,43.4,31.4,12.6,5.1,6.3,10.14,14.0,8.74,13.86,9.27,9.26,5.7,7.59,2.53,2.57,4.75,7.2,3.65,4.88,4.25,8.1,7.94,8.54,8.42,10.25,6.87,7.87,8.79,6.0,5.95,8.47,9.06,7.87,7.11,9.24,8.7,8.24
531,Ecoplast Ltd.,28.45,41.7,43.4,36.65,41.8,36.8,27.45,33.0,30.9,25.35,35.35,33.3,26.6,27.0,31.75,28.5,39.6,40.0,48.65,44.0,48.5,60.4,76.85,76.0,84.5,86.45,97.6,89.55,91.2,96.25,119.05,137.45,119.15,107.0,112.1,102.95,106.1,109.9,94.0,91.85,80.5,79.95,78.0,75.15,80.1,78.0,77.3,94.45,80.0,76.2,74.5,80.0,146.65,189.8,325.0,290.75,379.5,569.85,676.1,588.5,543.75,501.75,521.95
532,Edelweiss Financial Services Ltd.,483.85,54.8,46.9,39.9,33.05,27.85,25.8,27.45,31.0,33.6,35.45,30.95,30.35,29.4,28.55,28.65,62.8,46.45,53.7,63.75,60.45,57.9,58.7,56.35,75.85,113.25,97.6,157.65,191.2,268.25,297.3,238.35,293.95,190.25,182.1,197.0,169.85,94.9,109.05,38.15,62.65,58.85,68.55,63.5,72.6,79.2,71.9,58.7,51.55,61.3,64.1,52.46,49.61,61.19,77.96,63.61,65.28,142.05,123.8,89.51,115.9,107.35,119.55
533,Edvenswa Enterprises Ltd.,23.2,24.9,17.0,13.41,15.5,15.95,13.0,13.45,13.9,11.78,11.41,13.3,19.55,14.8,12.65,9.79,15.5,9.55,10.09,12.0,10.95,8.5,10.6,9.0,12.78,15.29,14.6,11.0,11.2,12.25,11.5,12.0,13.5,16.2,16.95,15.31,0.0,0.0,0.0,14.55,15.0,15.5,14.05,18.0,13.38,19.2,26.0,28.65,46.45,104.8,78.55,44.9,41.27,39.38,51.54,59.25,58.16,83.33,59.56,43.54,43.91,43.0,41.9
534,Eicher Motors Ltd.,912.4,1218.8,1232.2,1333.1,1298.0,1600.25,1475.9,1983.25,1999.35,2299.75,2903.05,2544.5,3276.1,3543.7,4976.75,5955.5,7986.75,11987.4,15103.5,15890.2,19578.15,17791.2,16855.2,19139.85,19223.7,24917.4,21812.1,25554.15,27013.7,31179.95,30290.55,28336.95,28560.8,24165.25,23168.5,20538.1,19137.85,17777.35,22512.7,13087.2,18330.6,2200.85,2530.15,2603.75,2670.1,2791.95,2589.95,2460.45,2793.8,3673.85,3229.1,2950.15,3582.45,3456.05,4143.05,4019.45,4667.7,5023.45,4817.1,5347.75,5654.25,7006.9,6998.6
535,Eiko Lifesciences Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46,20.0,22.0,24.1,25.95,49.0,62.9,72.75,70.0,57.05,38.0,33.85,15.45,10.15,17.3,32.65,34.0,79.2,70.65,91.55,72.9,48.5,59.95,51.65,48.8,76.43,62.64,59.65,64.06,51.7,49.35,56.14,62.74,52.33,49.22,53.25,51.05
